Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,CASS,27,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,118,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,0,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,77,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,70,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,106,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102,
SURVEY,2007,YEAR,,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,67,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,142,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.9,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119.9,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,145.1,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,148,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,85,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,117,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,80,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,59,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,86,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,71,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,67,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,99.6,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,98,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,111,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,105,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,106,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,101,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,116,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,96,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,176,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,145,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WATONWAN,165,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,DODGE,39,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,176,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,172,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,JACKSON,63,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,163,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,153,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,153,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,NOBLES,105,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,REDWOOD,127,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,ROCK,133,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,128,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,104,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,POPE,121,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,142.1,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,TRAVERSE,155,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,130,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,WILKIN,167,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113,
SURVEY,2007,YEAR,,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,148.9,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,ADAMS,1,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,GREEN LAKE,47,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,JUNEAU,57,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,118,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,MARQUETTE,77,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,109,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,PORTAGE,97,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,141,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,WAUPACA,135,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,WAUSHARA,137,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,CENTRAL,50,WOOD,141,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,125,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,BROWN,9,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,116,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,78,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,136,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,142,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,WINNEBAGO,139,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,124,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,104,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,111,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,90,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,92,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,82,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,89,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,97,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,80,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,114,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BURNETT,13,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,CHIPPEWA,17,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,80,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,73,
SURVEY,2007,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,POLK,95,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,90,
